"","gender","kage","k_read_irt","k_read1","k_read2","k_read3","k_read4","k_print","k_read_tht","k_math_irt","k_math1","k_math2","k_math3","k_math4","k_math_tht","k_gk_irt","k_gk_tht","f_mtr","g_mtr","P1LEARN","P1CONTRO","P1SOCIAL","P1SADLON","P1IMPULS","ars_lit","ars_mth","ars_gk","T1LEARN","T1CONTRO","T1INTERP","T1EXTERN","T1INTERN","height","weight","bmi","hisp","na_amer","asian","black","pac_isl","white","m_race","ses_c","ses_cat","poor","income","g8_read","g8_read_tht","g8_math","g8_math_tht","g8_sci","g8_sci_tht"
"76",-1,73.8,39.61,0.975,0.583,0.235,0.006,3,-0.704,37.44,1,0.978,0.763,0.069,-0.273,34.506,0.534,6,8,3.83,2.8,3,2,2,3.05,3.01,3.65,3,2,2.2,2.8,1.75,46.38,50.75,16.68,2,2,2,2,2,1,2,0.32,4,2,47000,203.12,1.932,152.35,1.604,107.02,2.769
"77",0,72.13,37.1,0.941,0.381,0.123,0.002,0,-0.871,23.09,0.985,0.489,0.03,0.001,-1.114,13.378,-0.986,9,8,2.67,3.4,4,1.25,1.5,3.05,2.79,3.23,3.17,3,2.6,1.8,2,43.75,36.5,13.44,2,2,2,1,2,2,2,-0.32,2,2,20000,153.54,1.062,133.67,1.251,75.82,0.429
"78",-1,77.53,42.18,0.989,0.758,0.395,0.015,3,-0.498,47.54,1,0.997,0.969,0.432,0.144,36.282,0.661,6,8,4,3,3.67,1.25,1.5,3.85,4.09,4.92,3.17,4,3.8,1,2,47,48.5,15.36,2,2,2,2,2,1,2,0.12,4,2,50000,202.17,1.894,163.1,1.893,97.33,1.591
"79",0,70.87,27.81,0.286,0.019,0.006,0,2,-1.57,20.62,0.962,0.275,0.01,0,-1.321,12.625,-1.057,2,8,3.17,3,4,1.25,3,1.72,1.93,1.54,3,2.75,2.8,2,1.25,48.25,64,19.33,2,2,2,1,2,2,2,-0.59,2,2,46000,103.44,0.572,148.19,1.518,78.21,0.537
"80",0,70.07,32.49,0.736,0.107,0.03,0,1,-1.194,22.97,0.985,0.478,0.028,0.001,-1.125,15.157,-0.817,5,8,3.5,3,3.67,1.5,1.5,3.17,2.56,2.46,3.33,2.75,3.2,1.4,1.25,46.5,40,12.09,2,2,2,1,2,2,2,-0.35,2,2,37000,190.3,1.55,143.45,1.425,80.61,0.645
"81",0,65.5,34.73,0.87,0.213,0.061,0.001,2,-1.04,21.32,0.971,0.334,0.014,0,-1.259,21.405,-0.334,4,4,3.17,3,3.33,1,2,2.3,1.33,2,3.67,3.25,3,1,1,46.5,53,17.23,1,2,2,2,2,2,2,0.2,4,2,60000,178.42,1.355,111.25,0.9,67.72,0.105
"82",0,63.23,32.19,0.715,0.097,0.027,0,1,-1.214,30.95,0.999,0.908,0.343,0.012,-0.6,31.469,0.335,5,3,2.83,3,3,1.75,2,3.15,2.93,3.37,3.17,3.25,3,1.6,1.25,45,44.5,15.45,2,2,2,2,2,1,2,0.73,5,2,85000,190.35,1.549,141.84,1.394,99.74,1.789
"83",0,71.7,32.66,0.751,0.115,0.031,0,3,-1.18,17.25,0.848,0.081,0.002,0,-1.627,30.83,0.293,6,1,3,3.2,4,2,2.5,2.58,1.99,2.26,2.17,2,2.8,1.8,1.25,44.5,45,16.07,2,2,2,2,2,1,2,0.5,4,2,70000,198.68,1.76,161.14,1.829,100.48,1.858
"84",0,65,30.95,0.606,0.064,0.018,0,0,-1.329,22.67,0.983,0.452,0.025,0.001,-1.146,15.775,-0.761,8,6,3.17,2,3.33,2,2,2.28,2.23,2,4,3.75,4,1.4,1.25,43.5,43,15.98,2,2,2,2,2,1,2,0.8,5,2,30000,153.28,1.059,142.62,1.41,74.35,0.375
"85",-1,71.97,34.68,0.868,0.21,0.06,0.001,2,-1.038,24.49,0.991,0.607,0.052,0.001,-1.011,18.311,-0.56,9,4,3.33,2.6,2.67,2,2.5,2.04,2.34,2.26,4,4,4,1,1,44,40.5,14.71,2,2,2,2,1,2,2,-0.74,1,1,8076,172.03,1.27,165.31,1.981,92.5,1.265
"86",0,67.53,33.34,0.796,0.141,0.039,0,2,-1.131,21.47,0.973,0.347,0.015,0,-1.243,19.699,-0.457,5,6,3.17,3,4,1.75,4,2.48,2.34,2.67,2.67,2.25,2.5,1.8,1.25,45.25,46.75,16,2,2,2,2,2,1,2,0.62,5,2,80000,184.34,1.443,150.97,1.572,101.41,1.948
"87",-1,66.4,33.89,0.83,0.167,0.047,0.001,3,-1.093,24.35,0.991,0.596,0.049,0.001,-1.02,26.573,0.014,4,8,3.67,2.8,4,1.5,1.5,1.9,1.55,2,3.5,3.5,3,1.6,1.5,48,52,15.87,2,2,2,1,2,1,2,0.35,4,2,82000,156.91,1.096,145,1.456,82.02,0.709
"88",0,68.7,34.75,0.871,0.216,0.061,0.001,1,-1.028,14.22,0.519,0.017,0,0,-1.99,15.787,-0.763,2,7,3,3.2,3,1.25,1,1.44,1,1.54,2,3.25,3,1.6,2.5,48.38,60.75,18.54,1,2,2,1,2,2,2,-0.48,2,2,25000,143.4,0.966,153.83,1.635,94.55,1.391
"89",0,64.97,29.6,0.466,0.041,0.011,0,2,-1.434,20.16,0.954,0.239,0.008,0,-1.356,20.739,-0.381,3,4,3.17,3,3.67,1.25,1,2.89,3.12,4.4,3.33,4,3.5,1.6,1,42.75,39.5,15.02,1,2,2,2,2,1,2,-0.48,2,2,25600,181.76,1.403,127,1.145,95.04,1.431
"90",0,57.07,40.22,0.98,0.635,0.27,0.007,2,-0.665,28.95,0.998,0.854,0.218,0.007,-0.702,21.497,-0.325,6,8,3.67,2.4,3.33,1.25,1.5,3.05,3.56,3.92,3.67,3.5,4,1.4,1.75,44.25,42.5,15.09,2,2,2,2,2,1,2,1.13,5,2,35000,201.67,1.87,151.8,1.592,99.19,1.74
"91",-1,68.67,40.04,0.979,0.618,0.261,0.007,3,-0.67,37.32,1,0.977,0.755,0.067,-0.284,22.327,-0.266,6,8,2.17,1.6,2.67,2,2.5,2.58,2.32,2.46,2.67,2,2,3.6,1.5,41.5,40.5,16.73,2,2,2,2,2,1,2,0.15,4,2,58000,184.6,1.447,165.65,1.993,83.45,0.775
"92",-1,66.3,39.42,0.974,0.575,0.225,0.005,3,-0.716,29.95,0.998,0.885,0.277,0.009,-0.661,33.208,0.447,6,6,3.17,3.2,3.33,1.25,2,2.16,2.47,2.95,4,4,3.8,1,1,44.5,40,14.36,2,2,2,2,2,1,2,0.38,4,2,93000.07,206.52,2.149,168.91,2.172,104.02,2.25
"93",0,63.83,41.96,0.989,0.745,0.379,0.014,0,-0.546,32.88,0.999,0.94,0.482,0.021,-0.51,21.295,-0.341,8,8,2.83,2.8,3.33,1.5,1.5,2.96,2.23,2.46,3.17,2,1.8,2.8,2.5,46,48,16.03,2,2,2,1,2,2,2,0.52,4,2,45000,169.32,1.236,150.72,1.571,97.67,1.619
"94",-1,74.83,38.82,0.968,0.523,0.194,0.004,2,-0.762,25.12,0.993,0.654,0.066,0.002,-0.962,36.576,0.684,6,8,3.33,3,3.33,1.75,3.5,2.67,2.9,2.67,2.5,2.75,2,2.2,1.5,44.25,41,14.72,2,2,2,2,2,1,2,0.32,4,2,150000,204.1,1.987,160.84,1.816,105.7,2.508
"95",-1,68.37,32.26,0.72,0.1,0.027,0,2,-1.209,30.57,0.999,0.9,0.317,0.011,-0.619,24.85,-0.098,7,6,3.5,2,3,2,2,2.96,2.67,3.44,3.17,3,2.6,1.2,1.25,45.3,51.5,17.56,2,2,2,2,2,1,2,-0.1,3,2,55000,175.2,1.311,162.34,1.865,103.62,2.2
"96",-1,70.53,32.92,0.77,0.125,0.034,0,1,-1.162,25.03,0.993,0.647,0.064,0.002,-0.971,27.51,0.076,4,4,3,2.6,3.33,1.5,1.5,3.25,3.66,3.92,3.33,3.5,3.2,1.4,1.25,45.88,49,16.28,2,2,2,2,2,1,2,0.22,4,2,50000,123.93,0.776,118.4,1.007,62.44,-0.101
"97",0,66.37,23.45,0.027,0.002,0.001,0,0,-2.047,14.74,0.598,0.023,0,0,-1.911,10.352,-1.334,3,7,2.83,2.6,3.33,1.25,2,1.72,2.56,1.73,2.5,2.5,2.4,2.2,3.67,44.75,43,15.18,1,2,2,2,2,2,2,-0.02,3,2,15000,148.34,1.011,109.54,0.876,61.57,-0.122
"98",-1,68.87,34.77,0.872,0.215,0.062,0.001,3,-1.024,28.21,0.997,0.828,0.177,0.005,-0.764,26.562,0.015,6,8,3,3.2,3.33,1.5,2,2.04,2.11,1.75,3.33,2.5,3,1.4,1.25,44.38,44,15.62,2,2,2,2,2,1,2,-0.52,2,2,50000,162.53,1.157,139.02,1.346,84.41,0.822
"99",0,67.97,27.25,0.234,0.015,0.004,0,0,-1.615,20.43,0.959,0.262,0.009,0,-1.33,22.736,-0.241,8,8,2.5,2.4,3.33,1.25,3,2.34,2.45,3.23,3,3.25,3,1,1.25,43,42.75,16.16,2,2,1,2,2,2,2,0,3,2,35000,179.94,1.376,127.25,1.148,76.23,0.451
"100",-1,64.93,41.65,0.987,0.73,0.361,0.012,3,-0.564,29.99,0.998,0.885,0.28,0.009,-0.648,26.79,0.026,8,6,3,2.8,3.67,2,2.5,3.05,2.45,2.46,3,2.25,2.6,2.8,3.25,43.13,37.75,14.26,2,2,2,2,2,1,2,0.82,5,1,10000,175.37,1.312,164.19,1.93,97.19,1.581
"101",0,65,39.63,0.975,0.587,0.238,0.006,1,-0.696,30.43,0.999,0.895,0.308,0.01,-0.617,19.209,-0.492,8,6,3.83,2.8,3.67,1.5,2,3.05,3.23,3.44,4,4,4,1.2,1.25,43.25,38.5,14.47,2,2,2,2,2,1,2,-0.32,2,2,37000,156.69,1.095,152.34,1.604,88.52,1.035
"102",0,67.77,40.25,0.98,0.631,0.271,0.007,3,-0.655,36.06,1,0.97,0.689,0.047,-0.326,28.748,0.157,9,1,3,3.4,3.67,1.75,1,2.48,2.34,2.95,3.33,3.75,2.75,1,1.25,46.63,49.5,15.92,2,2,2,2,2,1,2,1.45,5,2,84000,183.69,1.432,165.88,2.004,101,1.909
"103",0,70.93,38.7,0.966,0.515,0.19,0.004,1,-0.725,21.66,0.975,0.363,0.016,0,-1.228,14.807,-0.855,2,5,2.33,3,3.33,2,1.5,1.44,1,1.31,2.33,3.5,2.2,1,2.25,46.75,62.5,20.48,2,2,2,2,2,1,2,1.33,5,2,60000,184.12,1.439,147.23,1.497,81.59,0.692
"104",-1,74.83,27.37,0.248,0.016,0.005,0,2,-1.601,14.41,0.519,0.019,0,0,-1.99,27.975,0.109,5,7,3.5,2.6,4,1.5,2,2.77,3.12,3.01,3.67,3.75,4,1,1.5,43.5,38.5,14.21,2,2,2,2,2,1,2,-0.53,2,2,38000,128.69,0.827,115.72,0.964,76.68,0.466
"105",-1,65.17,33.12,0.782,0.133,0.036,0,3,-1.149,25.34,0.993,0.67,0.071,0.002,-0.951,25.11,-0.082,5,2,2.67,1.6,3,1.5,3,2.96,2.9,3.23,3.33,3.5,3.5,2.2,1.5,43.38,43.5,16.35,2,2,2,2,2,1,2,-0.48,2,1,18000,151.62,1.042,113.37,0.935,67.64,0.098
"106",0,62.03,30.37,0.548,0.052,0.014,0,3,-1.339,18.71,0.915,0.146,0.004,0,-1.483,23.781,-0.169,5,3,2.67,2,3.67,2.25,1.5,2.58,2.11,1.75,2.67,2.25,2.8,2.2,1.25,41.63,38,15.51,2,2,2,2,2,1,2,0.12,4,2,59000,181.95,1.405,124.29,1.096,94.26,1.375
"107",0,71.77,40.37,0.981,0.641,0.281,0.008,3,-0.648,29.97,0.998,0.885,0.278,0.009,-0.661,26.143,-0.013,7,8,3.67,2.8,3.67,1,2,2.96,2.9,3.23,2.5,3.5,3,1,2,43.63,36.5,13.44,1,2,2,2,2,1,2,0.09,4,2,60000,191.78,1.58,160.39,1.805,95.55,1.463
"108",0,69.6,38.44,0.963,0.489,0.176,0.004,2,-0.777,36.72,1,0.974,0.727,0.056,-0.353,28.867,0.165,6,8,3.67,3.2,3.67,1.5,2,2.96,3.06,3.65,3.67,3.75,3.6,1,1.25,44.25,40.5,14.54,2,2,2,2,2,1,2,1.42,5,2,90000,199.46,1.786,155.57,1.678,89.73,1.103
"109",-1,72.9,27.06,0.219,0.014,0.004,0,2,-1.631,18.16,0.894,0.119,0.003,0,-1.537,18.079,-0.578,8,6,3.83,3.6,4,1.25,1,1.9,1.72,2,3.67,3.5,3.4,1,1.25,46,51.75,17.11,1,2,2,2,2,2,2,0.47,4,2,35000,174.39,1.301,145.4,1.462,72.15,0.275
"110",-1,66.6,40.45,0.981,0.649,0.283,0.008,3,-0.613,41.97,1,0.991,0.91,0.187,-0.063,35.523,0.604,9,8,3.67,2.8,2,1.25,1.5,2.57,3.44,2.95,3.83,3.5,3.4,1,1.5,43.5,39.5,14.68,2,2,2,2,2,1,2,2.12,5,2,150000,201.75,1.875,165.86,2.004,102.38,2.055
"111",0,64.87,44.76,0.995,0.867,0.563,0.036,3,-0.398,32.93,0.999,0.941,0.484,0.021,-0.488,19.684,-0.456,8,8,3.17,3.4,3,1,2,3.46,3.55,3.44,3.17,3,3.4,1.8,1.25,44.5,42,14.91,2,2,2,2,2,1,2,1.42,5,2,50000,193.19,1.612,167.37,2.08,99.06,1.73
"112",-1,69.67,45.06,0.996,0.876,0.583,0.04,3,-0.376,37.29,1,0.977,0.755,0.065,-0.27,38.07,0.791,7,6,3.33,3,4,2,1.5,3.25,2.45,2.46,3.67,3.25,3,1.2,2,43,41.75,15.97,2,2,2,2,2,1,2,-0.61,2,2,22000,204.85,2.025,163.03,1.89,102.85,2.096
"113",-1,65.17,30.19,0.53,0.049,0.014,0,2,-1.396,18.78,0.919,0.15,0.004,0,-1.481,18.963,-0.509,5,8,3.33,2.8,3.67,1,2,1.9,1.86,1.54,3.33,3.25,3,1,2.5,46.85,48.5,15.44,2,2,2,1,2,2,2,-0.2,3,2,80000,165.58,1.192,149.1,1.535,86.33,0.921
"114",-1,68.43,37.01,0.94,0.375,0.121,0.002,3,-0.875,35.44,1,0.966,0.653,0.041,-0.402,31.555,0.339,8,8,3.17,2.8,3.67,1.25,1.5,3.25,3.12,3.23,3.5,4,4,1,1,44,45,16.43,2,2,2,2,2,1,2,-0.15,3,2,31000,171.59,1.264,154.34,1.647,104.28,2.288
"115",-1,74.67,39.59,0.975,0.584,0.234,0.006,3,-0.705,51.63,1,0.998,0.987,0.628,0.302,33.213,0.448,6,7,3.5,3.6,3,1.25,1,3.69,3.99,4.86,3,3,3.2,1,1.5,51,54.5,14.57,2,2,2,2,2,1,2,-0.28,3,2,55000,183.45,1.428,171.23,2.391,98.1,1.651
"116",-1,64.97,48.4,0.998,0.941,0.75,0.1,3,-0.215,43.12,1,0.993,0.93,0.232,-0.018,31.153,0.313,3,8,3.67,3.2,3.67,1.75,1.5,2.96,3.01,3.65,3.83,3.75,3.8,1.2,1,43,42.75,16.16,2,2,2,2,2,1,2,1.11,5,2,110000,202,1.883,167.43,2.081,101.71,1.98
"117",-1,63.63,39.67,0.976,0.592,0.239,0.006,3,-0.697,29.07,0.998,0.858,0.222,0.007,-0.713,34.214,0.511,5,6,3.67,3.6,3.67,1,1.5,1.72,1.55,1.02,2.67,2.25,3,1.8,1.25,42,38,15.15,2,2,2,2,2,1,2,0.43,4,2,4e+05,167.83,1.22,139.98,1.359,89.43,1.085
"118",-1,62.53,33.17,0.786,0.135,0.037,0,1,-1.145,15.28,0.646,0.033,0.001,0,-1.834,18.242,-0.567,5,7,3.17,2.8,4,1.25,1.5,1.44,2.56,1.73,2,3.25,2.8,1.2,3.25,44.5,52.5,18.85,2,2,2,1,2,2,2,0.23,4,2,45000,105.23,0.593,101.68,0.766,63.65,-0.047
"119",0,66.63,35.04,0.882,0.233,0.067,0.001,2,-1.013,34.81,1,0.961,0.615,0.035,-0.428,19.582,-0.464,8,7,3,3,3,2,2,3.58,4.11,4.63,3.33,2.25,2.4,2.4,1.5,45.75,46.5,15.53,2,2,2,2,2,1,2,0.48,4,2,22000,185.79,1.467,165.67,1.993,92.05,1.234
"120",-1,63.07,56.05,1,0.984,0.914,0.391,3,0.048,32.78,0.999,0.939,0.473,0.021,-0.515,21.588,-0.317,9,8,3.67,3,3.33,1.25,2.5,2.77,2.67,2.46,3.33,3.5,3.4,1,1.25,44.75,43.5,15.27,2,2,2,2,2,1,2,0.52,4,2,60000,189.18,1.528,147.01,1.492,94.5,1.396
"121",0,72.2,43.76,0.993,0.833,0.504,0.026,3,-0.446,34.84,1,0.961,0.613,0.036,-0.392,27.154,0.053,8,8,3,2.8,3.33,1.75,1.5,3.26,2.63,2.89,3.83,3.75,3.6,1.6,1.25,43.75,40.5,14.97,1,2,2,2,2,1,2,0.26,4,2,80000,176.56,1.329,126.01,1.126,85.13,0.857
"122",-1,74.17,25.06,0.083,0.005,0.002,0,0,-1.839,18.46,0.907,0.133,0.003,0,-1.52,15.63,-0.778,6,8,2.67,3.4,2.67,2,4,2.28,2.34,3.44,3.17,3.5,2.6,1,2.25,46,51.75,17.19,1,2,2,2,2,2,2,-0.51,2,2,50000,201.94,1.883,160.1,1.797,101.2,1.928
"123",-1,74.33,25.46,0.102,0.006,0.002,0,1,-1.787,34.66,1,0.96,0.61,0.034,-0.391,24.596,-0.115,7,6,3,2.6,3.67,1.25,2,2.16,1.86,2,3,4,3.4,2,1.25,46,49.5,16.45,2,2,2,2,2,1,2,0.67,5,2,50000,191.08,1.565,156.92,1.709,98.3,1.668
"124",0,73.3,34.73,0.87,0.213,0.061,0.001,2,-1.04,19.52,0.94,0.196,0.006,0,-1.415,20.928,-0.368,1,8,3,2.6,4,1,1.5,2.3,2.45,2.95,3.5,2.75,3,1.8,1.25,42.5,40,15.38,1,2,2,2,2,2,2,-0.5,2,2,34000,189.01,1.525,142.88,1.413,78.34,0.545
"125",0,69.47,25.29,0.094,0.006,0.002,0,0,-1.8,14.01,0.471,0.015,0,0,-2.021,23.43,-0.194,1,6,2.83,2.8,3,1.5,1.5,2.77,2.11,1.02,4,4,3.6,1,1,41.5,34,13.88,1,2,2,2,2,2,2,-0.03,3,2,48000,159.33,1.123,129.79,1.187,78.03,0.529
"126",0,65.7,24.02,0.042,0.002,0.001,0,0,-1.972,20.44,0.959,0.262,0.009,0,-1.332,28.032,0.112,3,8,3.67,2,3.67,1,1.5,2.96,2.79,3.23,3.83,3.75,3.8,2.4,1,48,38.25,12.51,1,2,2,1,2,2,2,0.13,4,2,50000,175.83,1.321,130.23,1.193,71.92,0.268
"127",-1,64.8,28.27,0.33,0.023,0.007,0,0,-1.536,16.85,0.816,0.069,0.001,0,-1.673,8.004,-1.703,2,4,3,3,4,2,2,2.16,2.79,3.44,2.5,3.5,2.8,1,1,44.5,48.5,17.04,2,2,2,1,2,2,2,-0.85,1,1,7200,89.11,0.395,116.66,0.98,61.23,-0.144
"128",0,68.3,50.57,0.999,0.961,0.812,0.162,3,-0.142,27.4,0.997,0.791,0.141,0.004,-0.814,26.057,-0.02,5,7,3.67,3.4,4,1.5,2,3.46,3.23,3.23,4,3.5,3.4,1.2,1.5,44.25,41,14.56,2,2,1,2,2,1,2,0.69,5,2,70000,178.47,1.354,119.6,1.025,87.92,0.998
"129",-1,68.93,42.56,0.991,0.782,0.418,0.017,3,-0.511,38.15,1,0.981,0.793,0.079,-0.239,39.839,0.921,8,5,3.33,2,2.33,2.25,2,2.96,3.69,3.91,3.83,4,3,1.8,1,46.25,53.5,17.78,2,2,2,2,1,2,2,0.88,5,2,68000,201.75,1.874,170.15,2.276,106.76,2.711
"130",0,72.03,77.58,1,0.999,0.993,0.947,3,0.589,32.68,0.999,0.938,0.464,0.02,-0.534,24.236,-0.138,8,8,3.83,3.2,4,1,1,4.32,3.55,4.92,3.83,3.25,3.2,1,1.25,47,51.38,16.06,2,2,2,1,2,2,2,0.12,4,2,50000,171.99,1.269,167.31,2.074,95.65,1.467
"131",-1,65.57,32.79,0.76,0.119,0.033,0,2,-1.17,23.64,0.988,0.538,0.037,0.001,-1.073,33.373,0.458,6,7,3,2.8,3.67,1,2,2.8,2.45,2.28,4,4,3.8,1,2.25,45,44.75,15.45,2,2,2,2,2,1,2,1.24,5,2,110000,164.48,1.182,130.56,1.199,93.41,1.32
"132",-1,66.9,37.85,0.955,0.443,0.15,0.003,3,-0.82,40.51,1,0.988,0.874,0.137,-0.181,23.575,-0.185,5,6,3.5,3,3.33,1.25,1.5,3.85,4.09,4.63,4,4,4,1,1,46.5,46.5,15.12,2,2,2,2,2,1,2,0.76,5,2,85000,200.89,1.839,167.25,2.072,101.71,1.98
"133",0,64.93,35.14,0.886,0.238,0.069,0.001,1,-1.006,37.97,1,0.98,0.785,0.077,-0.251,21.289,-0.342,8,8,3.83,3.2,4,1.75,2,3.15,3.23,3.44,3.33,4,4,1,1,40.5,33,13.91,1,2,2,2,2,2,2,-0.21,3,2,37000,185.45,1.46,164.36,1.938,89.02,1.061
"134",-1,71.67,37.96,0.956,0.454,0.156,0.003,3,-0.818,31.47,0.999,0.918,0.381,0.014,-0.585,19.676,-0.458,9,8,3.83,2.2,3.33,1.5,2.5,1.9,2.23,1.75,3.33,3.5,3,1,1.25,42,39.5,15.93,2,2,2,1,2,2,2,-0.57,2,1,18000,177.88,1.348,153.79,1.636,87.52,0.982
"135",0,64.27,33.6,0.814,0.156,0.043,0,3,-1.112,33.35,0.999,0.946,0.513,0.024,-0.491,20.78,-0.377,5,6,2.67,3.2,4,2.25,1,3.35,3.33,4.4,2.83,3.25,3.2,1.2,1,43.5,45.5,16.91,1,2,2,2,2,1,2,0.5,4,2,80000,133,0.861,132.84,1.236,83.07,0.76
"136",0,68.93,40.31,0.98,0.639,0.275,0.007,3,-0.655,39.74,1,0.986,0.852,0.112,-0.167,24.658,-0.11,6,8,3.83,2.8,3.33,1.25,2,2.86,2.96,3.65,3.67,3,2.6,1.6,1,42,39,15.54,2,2,2,2,2,1,2,-0.08,3,2,1e+05,171.47,1.263,153.15,1.621,92.91,1.29
"137",0,59.97,39.87,0.977,0.606,0.25,0.006,2,-0.68,27.07,0.996,0.775,0.128,0.003,-0.834,23.288,-0.2,6,2,3.33,2.4,3.67,1,2,2.58,2.67,3.63,4,4,4,1,1,43.5,40.6,15.05,2,2,2,2,2,1,2,1.1,5,2,150000,192.99,1.608,167.53,2.086,98.39,1.678
"138",0,64.87,33.64,0.815,0.156,0.043,0,3,-1.114,26.09,0.995,0.72,0.092,0.002,-0.899,28.846,0.165,7,6,3.83,3,3.67,2.25,1,3.85,3.88,3.58,4,3.5,3.4,1,1.25,42.75,41.5,15.87,1,2,2,2,2,2,2,-0.48,2,2,33000,188.1,1.506,160.59,1.81,103.77,2.207
"139",0,70.57,37.53,0.95,0.418,0.141,0.002,2,-0.835,34.87,1,0.961,0.617,0.036,-0.394,28.552,0.144,7,8,3.5,3,4,1.5,2.5,2.96,3.23,2.67,3.5,4,3.8,1.2,1,44.5,39,14.02,2,2,2,2,2,1,2,0.8,5,2,95000,199.46,1.79,152.95,1.617,80.84,0.655
"140",0,71.17,35.46,0.898,0.26,0.076,0.001,3,-0.986,28.78,0.998,0.848,0.208,0.006,-0.732,26.737,0.027,7,8,3.5,3,4,1.75,2.5,2.86,2.54,3.23,2.67,3.5,3.2,1.8,2,44.3,42,15.08,2,2,2,2,2,1,2,-0.06,3,2,53000,185.39,1.461,154.26,1.646,98.16,1.657
"141",0,68.97,36.34,0.924,0.32,0.099,0.001,2,-0.924,31.58,0.999,0.92,0.388,0.015,-0.569,29.252,0.189,9,7,3.83,2.8,3.67,1,1,2.28,2.15,2,2.33,3,2,1.2,2,44.5,45.5,16.15,2,2,1,2,2,2,2,1.42,5,2,70000,196.99,1.708,162.72,1.879,101.74,1.988
"142",0,77.7,36.87,0.938,0.366,0.117,0.002,3,-0.883,30.39,0.999,0.895,0.306,0.01,-0.649,34.302,0.519,9,8,3.33,2.8,3.67,1.5,1,2.67,2.67,2,3.83,4,3.6,1.4,1.25,47.75,49.25,15.11,2,2,2,2,2,1,2,0.22,4,1,16000,175.75,1.318,125.84,1.123,85.13,0.86
"143",-1,66.57,35.83,0.91,0.285,0.085,0.001,3,-0.958,39.83,1,0.986,0.854,0.117,-0.17,23.34,-0.2,5,6,2.67,2.6,2.67,2.5,2,3.85,5,4.92,3.5,3,2.6,2.2,1.25,45.75,47.25,15.79,2,2,2,2,2,1,2,1.41,5,2,90000,199.86,1.801,170.32,2.29,107.9,2.996
"144",0,62.3,33.24,0.789,0.136,0.038,0,0,-1.142,25.04,0.993,0.649,0.064,0.002,-0.974,26.722,0.025,4,8,3.5,3,4,1.5,2,3.35,3.81,4.4,3,3.5,3.6,1,1,43.75,46.5,17.16,2,2,2,2,2,1,2,-0.1,3,2,40000,190.9,1.561,154.97,1.664,91.64,1.208
"145",-1,62.87,34.39,0.854,0.194,0.055,0.001,1,-1.06,25.04,0.993,0.649,0.064,0.002,-0.97,19.706,-0.456,4,5,3.67,2,4,1.25,3,2.48,2.11,2.95,4,2.67,2.6,2.4,1.75,45,44,15.36,2,2,2,1,2,2,2,1.13,5,2,102000,191.87,1.582,159.79,1.787,86.97,0.948
"146",0,76.53,47.28,0.998,0.925,0.704,0.076,3,-0.254,35.12,1,0.963,0.635,0.039,-0.423,25.111,-0.082,6,6,3.17,3,2.67,1.5,3,4.74,5,4.92,3.5,3.25,3,1.4,1,45.5,43,14.43,2,2,2,2,2,1,2,0.32,4,2,210000,201.3,1.857,157.67,1.73,96.23,1.51
"147",-1,71.2,39.26,0.972,0.566,0.218,0.005,2,-0.729,37.19,1,0.976,0.749,0.065,-0.313,20.192,-0.419,3,8,3.67,3.6,2.67,1.75,2,2.86,3.33,3.44,3.17,3,2.75,1.2,1.25,45.5,47.5,16.13,2,2,2,2,2,1,2,-0.6,2,2,50000,201.93,1.883,155.22,1.669,103.85,2.229
"148",0,66.23,41.07,0.985,0.689,0.324,0.01,3,-0.608,28.45,0.998,0.836,0.188,0.006,-0.751,28.879,0.164,9,8,3.67,3,3,2,1.5,2.48,2.59,1.38,3.5,2,2.6,1.6,2.25,45.25,47.5,16.4,1,2,2,2,2,2,2,0.9,5,2,75000,196.74,1.703,164.62,1.948,94.04,1.358
"149",-1,61.77,30.86,0.596,0.061,0.017,0,1,-1.306,24.77,0.992,0.627,0.058,0.001,-0.991,19.212,-0.49,3,6,2.83,3,3,1,1.5,2.75,2.67,2.67,3,3.75,3.2,1.2,1.5,42,41.9,16.74,2,2,2,2,2,1,2,-0.75,1,2,14000,190.54,1.554,145.51,1.467,95.6,1.465
"150",-1,67.3,34.11,0.84,0.179,0.05,0.001,2,-1.077,19.24,0.933,0.179,0.005,0,-1.435,11.762,-1.156,4,6,3.33,2.6,3.33,1.5,4,1.81,1.86,1.73,2,2,1.8,2,2.5,44.75,45,15.89,2,2,2,2,2,1,2,-0.7,1,2,20000,203.75,1.963,166.53,2.034,104.36,2.307
"151",-1,74.43,51.35,0.999,0.967,0.84,0.191,3,-0.07,43.71,1,0.994,0.935,0.25,-0.023,41.261,1.059,8,8,3.17,2.8,2.67,1.25,1.5,3.28,3.44,3.65,3.67,4,4,1,2,46.5,55,17.72,2,2,2,2,2,1,2,0.97,5,2,160000,208.16,2.279,156,1.688,94.38,1.384
"152",-1,64.13,22.64,0.011,0.001,0,0,0,-2.22,17.63,0.87,0.097,0.002,0,-1.598,7.927,-1.756,3,5,3.83,2.8,4,2,2,1.02,1,1.02,1.83,2.25,2.4,2.6,2,44,42.5,15.43,2,2,2,2,2,1,2,-0.65,1,1,4000,115.45,0.704,123.8,1.094,48.35,-0.635
